decimalLongitude,decimalLatitude,glcPrecision,glcScore,glcParsePattern,coordinateUncertaintyMeters,catalogNumber
148.28333,-36.506953,Medium,40,Distance North of %SPRINGS%,42637,TTC002416
142.6973,-31.243929,Medium,40,Distance North of %SPRINGS%,42637,TTC002416
145.66667,-16.372243,Medium,40,Distance North of %SPRINGS%,42637,TTC002416
115.90861,-30.591199,Medium,40,Distance North of %SPRINGS%,42637,TTC002416
145.38333,-21.672532,Medium,40,Distance North of %SPRINGS%,42637,TTC002416
116.58167,-32.058533,Medium,40,Distance North of %SPRINGS%,42637,TTC002416
152.65,-27.46667,Low,35,NORTH,301,TTC002416
117.17444,-21.05111,Low,35,NORTH,301,TTC002416
151.1679,-33.7235,Low,35,NORTH,301,TTC002416
15.101606,30.99996,High,82,Distance East of TRIPOLI,Unavailable,TTC002418
-96.358264,30.607446,High,91,Distance SouthWest of COLLEGE STATION,13413,TTC002419
-97.41609,28.118799,High,82,Distance NorthEast of SINTON,7115,TTC002420
-97.856109,27.690146,High,86,Distance North of KINGSVILLE,18687,TTC002421
-97.492708,28.036681,High,82,Distance East of SINTON,4764,TTC002422
-97.50746,33.492115,High,85,Distance SouthEast of FORESTBURG,5695,TTC002423
-97.591425,28.036657,High,82,Distance West of SINTON,8646,TTC002424
-103.334398,34.186192,Low,38,PORTALES,3036,TTC002425
-100.222616,34.988293,High,80,Distance South of LUTIE,5117,TTC002426
-99.890778,32.227972,High,87,Distance SouthWest of BUFFALO GAP,5864,TTC002427
-99.884396,32.238528,High,86,Distance SouthWest of BUFFALO GAP,3980,TTC002427
-99.88009,32.235409,Low,49,ABILENE STATE PARK,1501,TTC002427
-99.733144,32.448736,Low,38,ABILENE,20032,TTC002427
-101.63655,36.653313,High,84,Distance North of GOODWELL,6942,TTC002428
-103.334398,34.186192,Low,38,PORTALES,3036,TTC002429
-102.710197,36.184754,High,79,WARE,3036,TTC002431
-101.412585,35.802366,High,84,Distance SouthEast of STINNETT,2891,TTC002433
-102.322738,34.753493,High,84,Distance SouthEast of HEREFORD,7004,TTC002434
-102.486711,34.796593,High,87,Distance SouthWest of HEREFORD->snapped to Tierra Blanca Creek,7004,TTC002435
-101.998228,33.688973,High,87,SHALLOWATER,1626,TTC002436
-101.378194,33.288149,High,80,Distance North of POST,9491,TTC002437
-101.855166,33.577863,High,83,LUBBOCK,16770,TTC002438
-100.292536,35.912787,High,84,Distance East of CANADIAN,8146,TTC002439
-100.292536,35.912787,High,84,Distance East of CANADIAN,8146,TTC002440
-101.855166,33.577863,Low,38,LUBBOCK,16770,TTC002441
-101.855167,33.621392,High,83,Distance North of LUBBOCK,20085,TTC002442
-102.77966,36.27455,High,83,Distance NorthWest of DALHART,15441,TTC002443
-97.101885,36.115901,High,92,Distance NORTH of  then WEST of STILLWATER->snapped to Stillwater,10312,TTC002446
-102.911424,32.011437,High,82,Distance NorthEast of KERMIT,10801,TTC002447
-100.513977,30.198311,Medium,44,Distance South of %WHEAT RANCH%,6954,TTC002448
-103.510178,31.647699,Medium,44,Distance South of %WHEAT RANCH%,6954,TTC002448
-99.147989,31.842641,High,85,Distance NorthWest of BROWNWOOD,15577,TTC002449
-101.855166,33.577863,High,83,LUBBOCK,16770,TTC002450
-101.855166,33.577863,High,83,LUBBOCK,16770,TTC002451
-101.855166,33.577863,High,83,LUBBOCK,16770,TTC002452
-100.292536,35.912787,High,84,Distance East of CANADIAN,8146,TTC002453
-102.428261,35.242832,High,80,VEGA,1441,TTC002454
-97.064249,36.103499,Low,50,STILLWATER->snapped to Stillwater,8699,TTC002455
-101.63655,36.595304,Low,39,GOODWELL,1748,TTC002456
-97.091669,31.802383,Low,35,WEST,2696,TTC002457
133.8807,-23.6994,Low,43,ALICE SPRINGS,301,TTC002459
145.38333,-22.16667,Low,37,SPRINGS,301,TTC002459
145.66667,-16.86667,Low,37,SPRINGS,301,TTC002459
116.58167,-32.55194,Low,37,SPRINGS,301,TTC002459
142.6973,-31.7374,Low,37,SPRINGS,301,TTC002459
148.28333,-37,Low,37,SPRINGS,301,TTC002459
115.90861,-31.08472,Low,37,SPRINGS,301,TTC002459
139.78406,-34.83591,Low,36,STUART,301,TTC002459
152.9679,-29.4818,Low,36,STUART,301,TTC002459
150.5012,-29.3152,Low,36,STUART,301,TTC002459
152.4346,-30.7152,Low,36,STUART,301,TTC002459
146.8,-19.36667,Low,36,STUART,301,TTC002459
146.85944,-19.32345,Low,36,STUART,301,TTC002459
146.83547,-19.34642,Low,36,STUART,301,TTC002459
152.6346,-29.0485,Low,35,ALICE,301,TTC002459
145.81667,-23.55,Low,35,ALICE,301,TTC002459
151.1679,-33.7235,Low,35,NORTH,301,TTC002459
152.5512,-29.0152,Low,35,ALICE,301,TTC002459
145.79814,-23.56553,Low,35,ALICE,301,TTC002459
145.79837,-23.56623,Low,35,ALICE,301,TTC002459
152.65,-27.46667,Low,35,NORTH,301,TTC002459
152.5846,-29.0318,Low,35,ALICE,301,TTC002459
117.17444,-21.05111,Low,35,NORTH,301,TTC002459
-102.755708,31.917341,Low,37,NOTREES,3036,TTC002460
-101.581009,35.285884,High,100,TEXAS TECHNOLOGICAL COLLEGE RESEARCH FARM,84,TTC002462
-101.6638,33.483404,High,83,Distance SOUTH of  then EAST of LUBBOCK,10659,TTC002463
-101.581009,35.285884,High,100,TEXAS TECHNOLOGICAL COLLEGE RESEARCH FARM,84,TTC002464
-101.525324,33.067716,High,80,Distance SouthWest of POST,Unavailable,TTC002465
-102.770147,33.985706,High,85,Distance SouthEast of BAILEYBORO,Unavailable,TTC002466
-99.890778,32.227972,High,87,Distance SouthWest of BUFFALO GAP,Unavailable,TTC002467
-99.884396,32.238528,High,86,Distance SouthWest of BUFFALO GAP,Unavailable,TTC002467
-99.94075,32.184085,Medium,52,Distance SouthWest of %ABILENE STATE PARK%,Unavailable,TTC002467
-99.793945,32.397413,Medium,41,Distance SouthWest of %ABILENE%,Unavailable,TTC002467
-99.786459,30.743485,High,82,Distance South of MENARD,Unavailable,TTC002468
-99.036933,30.598625,Medium,59,(g1)Kothmann Ranch,Unavailable,TTC002468
-101.855166,33.577863,Low,38,LUBBOCK,16770,TTC002472
-101.855167,33.505315,High,83,Distance South of LUBBOCK,Unavailable,TTC002474
-98.7345,27.426103,High,81,Distance East of BRUNI,8841,TTC002475
-99.271426,26.515103,High,82,Distance South of ZAPATA,Unavailable,TTC002476
-96.334407,30.627977,High,91,COLLEGE STATION,11502,TTC002477
-70.991166,42.725092,High,85,GEORGETOWN,3036,TTC002478
-105.069987,39.083325,Low,57,MANITOU EXPERIMENTAL FOREST,1189,TTC002479
-78.154995,33.914062,Low,40,LONG BEACH,327,TTC002480
-78.117771,33.910452,Low,40,LONG BEACH,3036,TTC002480
-94.939935,31.503027,High,81,Distance North of WELLS,Unavailable,TTC002482
-120.849242,46.819844,High,90,CLEMAN MOUNTAIN,301,TTC002483
-84.437533,45.687512,Low,41,GREAT LAKES,587,TTC002484
-94.390222,30.332373,High,89,HARDIN COUNTY,42045,TTC002485
-94.390222,30.332372,High,88,HARDIN COUNTY,14542,TTC002485
-95.546296,31.833927,High,85,Distance NorthEast of PALESTINE,Unavailable,TTC002487
-95.720906,33.156355,High,84,Distance NorthEast of PALESTINE,Unavailable,TTC002487
-95.630499,-31.761785,Medium,54,(g1)Palestine,Unavailable,TTC002487
-77.129146,38.861779,High,85,GLENCARLYN,3036,TTC002489
-77.129146,38.861779,High,85,GLENCARLYN,3036,TTC002490
-95.068277,32.350984,Low,24,DOUGLAS,3036,TTC002491
-95.045776,32.36765,Low,24,DOUGLAS,3036,TTC002491
-94.698606,30.340751,High,85,Distance East of CLEVELAND,Unavailable,TTC002492
-74.389873,40.65538,High,89,SCOTCH PLAINS,5218,TTC002494
-98.284374,35.44241,High,82,Distance EAST of  then SOUTH of HINTON,Unavailable,TTC002496
-77.129146,38.861779,High,85,GLENCARLYN,3036,TTC002497
-70.721702,41.762604,High,82,WAREHAM,3036,TTC002498
-84.437533,45.687512,Low,41,GREAT LAKES,587,TTC002499
-84.437533,45.687512,Low,41,GREAT LAKES,587,TTC002500
-84.437533,45.687512,Low,41,GREAT LAKES,587,TTC002501
-92.655206,48.495889,Low,45,SQUIRREL ISLAND,301,TTC002502
-79.480362,45.061564,Low,45,SQUIRREL ISLAND,301,TTC002502
-79.1825,45.539444,Low,45,SQUIRREL ISLAND,301,TTC002502
-84.11737,46.52334,Low,45,SQUIRREL ISLAND,301,TTC002502
-82.56136,42.54788,Low,45,SQUIRREL ISLAND,301,TTC002502
-82.042757,48.08353,Low,27,GREAT LAKE,587,TTC002502
-77.096923,38.885945,High,84,CLARENDON,3036,TTC002503
-76.479751,39.39281,High,84,Distance NorthEast of BALTIMORE,Unavailable,TTC002504
-94.714532,32.225023,High,85,Distance NorthEast of HENDERSON,Unavailable,TTC002505
-95.379527,35.616131,Low,46,MUSKOGEE COUNTY,49147,TTC002507
-95.379527,35.61613,Low,45,MUSKOGEE COUNTY,14542,TTC002507
-95.369691,35.747877,Low,39,MUSKOGEE,13062,TTC002507
-95.305524,35.494264,Low,37,WARNER,2067,TTC002507
-97.058054,36.101492,High,98,Distance South of STILLWATER->snapped to Stillwater,Unavailable,TTC002508
-101.977076,33.577803,High,83,Distance West of LUBBOCK,Unavailable,TTC002509
-98.370584,30.731016,High,96,INKS LAKE STATE PARK,2920,TTC002510
-98.384751,30.731015,Low,39,INKS LAKE,873,TTC002510
-100.382077,36.256565,High,84,Distance North of CANADIAN,30019,TTC002511
-100.02429,36.10526,High,83,Distance South of HIGGINS,Unavailable,TTC002512
-96.263323,34.12676,Low,36,CADDO,2245,TTC002514
-92.655206,48.495889,Low,45,SQUIRREL ISLAND,301,TTC002515
-79.480362,45.061564,Low,45,SQUIRREL ISLAND,301,TTC002515
-79.1825,45.539444,Low,45,SQUIRREL ISLAND,301,TTC002515
-84.11737,46.52334,Low,45,SQUIRREL ISLAND,301,TTC002515
-82.56136,42.54788,Low,45,SQUIRREL ISLAND,301,TTC002515
-82.042757,48.08353,Low,27,GREAT LAKE,587,TTC002515
-97.064841,36.103636,High,89,Distance North of STILLWATER->snapped to Stillwater,10208,TTC002516
-97.064841,36.103636,Low,44,BOOMER LAKE->snapped to Stillwater,873,TTC002516
-97.064841,36.103636,Low,44,BOOMER LAKE->snapped to Stillwater,873,TTC002516
-97.064249,36.103499,Low,50,STILLWATER->snapped to Stillwater,8699,TTC002518
-104.885536,31.92301,Low,64,GUADALUPE MOUNTAINS NATIONAL PARK,13217,TTC002519
-104.860504,31.891227,Low,49,GUADALUPE MOUNTAINS,301,TTC002519
-104.75467,31.979282,Low,47,MCKITTRICK CANYON,1506,TTC002519
-99.904267,30.304919,Low,53,PAINT CREEK->snapped to Paint Creek,210,TTC002521
-99.900552,30.302825,Low,42,JUNCTION->snapped to Paint Creek,2522,TTC002521
-95.6027,34.231211,High,83,Distance East of ANTLERS,Unavailable,TTC002522
-103.510178,31.691241,Low,41,WHEAT RANCH,3036,TTC002523
-100.513977,30.241863,Low,41,WHEAT RANCH,3036,TTC002523
-103.064931,32.726773,Low,40,STATE LINE,3036,TTC002523
-104.534669,31.998173,Low,40,STATE LINE,3036,TTC002523
0,0,Low,36,MEXICO,3036,TTC002523
-95.511298,31.76206,High,85,Distance East of PALESTINE,Unavailable,TTC002524
-95.630499,-31.761785,Medium,54,(g1)Palestine,Unavailable,TTC002524
-97.311676,27.673919,High,86,Distance West of FLOUR BLUFF,6033,TTC002525
-96.554558,37.038936,High,86,Distance WEST of  then SOUTH of CEDAR VALE,3181,TTC002526
-98.996841,39.591993,High,81,Distance WEST of  then SOUTH of CEDAR,2953,TTC002526
-94.990355,38.913924,High,80,Distance WEST of  then SOUTH of CEDAR,3690,TTC002526
-82.543744,31.959076,Low,44,OCMULGEE RIVER,210,TTC002527
-97.799164,27.557098,High,82,Distance South of BISHOP,Unavailable,TTC002529
-98.183622,26.165745,High,81,Distance South of PHARR,15190,TTC002530
-97.618877,26.455624,Low,38,WILLAMAR,3036,TTC002531
-97.509161,28.036682,Low,37,SINTON,2546,TTC002532
-101.489767,33.097508,High,80,Distance SouthWest of POST,6666,TTC002533
-99.206275,26.907246,High,82,Distance East of ZAPATA,Unavailable,TTC002534
-101.489767,33.097508,High,80,Distance SouthWest of POST,6666,TTC002535
-100.124275,34.220377,High,92,Distance South of NORTH PEASE RIVER,1776,TTC002536
-99.029797,34.181783,Medium,44,Distance South of %PEASE RIVER%,1776,TTC002536
-100.124275,34.220377,High,92,Distance South of NORTH PEASE RIVER,1776,TTC002537
-99.029797,34.181783,Medium,44,Distance South of %PEASE RIVER%,1776,TTC002537
-100.577101,34.118138,High,85,Distance SouthWest of CHILDRESS,Unavailable,TTC002538
-98.113144,29.142888,Medium,44,Distance SouthWest of %WELLS RANCH%,Unavailable,TTC002538
-103.148586,35.697046,Medium,44,Distance SouthWest of %WELLS RANCH%,Unavailable,TTC002538
-95.301,31.180112,Medium,39,Distance SouthWest of %WELLS%,Unavailable,TTC002538
-102.296176,32.713405,Medium,38,Distance SouthWest of %WELLS%,Unavailable,TTC002538
-102.288397,32.713405,Medium,38,Distance SouthWest of %WELLS%,Unavailable,TTC002538
-102.602012,35.186487,Medium,28,Distance SouthWest of %LS RANCH%,Unavailable,TTC002538
-103.02153,29.734878,High,84,Distance SSE of MARATHON,12518,TTC002539
-102.674372,29.093871,Medium,67,Distance SSE of %BLACK GAP WILDLIFE MANAGEMENT AREA%,12062,TTC002539
-102.715461,29.104982,Medium,42,Distance SSE of %BLACK GAP%,11386,TTC002539
-98.810177,30.759275,High,81,Distance West of LLANO,Unavailable,TTC002540
-100.853945,33.650769,High,83,Distance WEST of  then NORTH of DICKENS,Unavailable,TTC002541
-99.180812,31.676035,High,81,Distance SouthWest of BANGS,Unavailable,TTC002542
-103.84327,32.414011,High,91,LIVINGSTON RIDGE,301,TTC002544
-99.752594,34.11147,Low,54,COPPER BREAKS STATE PARK,2289,TTC002545
-99.752594,34.11147,Low,54,COPPER BREAKS STATE PARK,2289,TTC002546
-103.8141,32.324011,Low,41,LOS MEDANOS,301,TTC002547
-103.826322,32.312067,Low,41,LOS MEDANOS,301,TTC002547
-99.230611,30.806853,High,81,Distance North of MASON,Unavailable,TTC002549
-103.334398,34.186192,Low,38,PORTALES,3036,TTC002550
-103.334398,34.186192,Low,38,PORTALES,3036,TTC002551
-97.093871,36.110615,High,92,Distance NORTH of  then WEST of STILLWATER->snapped to Stillwater,4826,TTC002552
-110.675033,32.956878,Medium,41,Distance West of %ARAVAIPA%,24186,TTC002553
-110.287885,32.58939,Medium,39,Distance West of %BONITA%,24186,TTC002553
-102.397704,34.815062,Low,39,HEREFORD,3606,TTC002554
-102.132661,34.814775,High,84,Distance East of HEREFORD,Unavailable,TTC002555
-101.319342,33.240165,High,80,Distance NorthEast of POST,4273,TTC002557
-103.092665,32.002762,High,82,Distance North of KERMIT,Unavailable,TTC002558
-100.292536,35.912787,High,84,Distance East of CANADIAN,Unavailable,TTC002559
-101.855166,33.577863,Low,38,LUBBOCK,16770,TTC002560
-101.855166,33.577863,Low,38,LUBBOCK,16770,TTC002561
-101.855166,33.577863,High,83,LUBBOCK,16770,TTC002562
-101.855166,33.577863,High,83,LUBBOCK,16770,TTC002563
-112.691145,39.155924,Medium,54,At SALT LAKE,587,TTC002565
-112.534913,41.162658,Low,45,GREAT SALT LAKE,587,TTC002565
-112.691145,39.155924,Medium,54,At SALT LAKE,587,TTC002566
-112.534913,41.162658,Low,45,GREAT SALT LAKE,587,TTC002566
-106.926434,37.849166,Low,37,CREEDE,1861,TTC002567
-94.230189,32.718199,Low,39,OLD RIVER,210,TTC002568
-95.097153,29.78106,Low,39,OLD RIVER,301,TTC002568
-98.417513,28.334999,Low,39,OLD RIVER,210,TTC002568
-95.620467,29.544874,Low,39,OLD RIVER,587,TTC002568
-98.505293,28.316111,Low,39,OLD RIVER,210,TTC002568
-97.023045,28.521389,Low,39,OLD RIVER,301,TTC002568
-94.726308,29.802166,Low,39,OLD RIVER,210,TTC002568
-96.297462,30.382708,Low,39,OLD RIVER,210,TTC002568
-94.891321,31.253518,Low,39,OLD RIVER,210,TTC002568
-96.92082,28.616386,Low,39,OLD RIVER,301,TTC002568
-97.091669,31.802383,Low,35,WEST,2696,TTC002568
-100.292536,35.912787,High,84,Distance East of CANADIAN,Unavailable,TTC002569
-102.393828,34.812592,Low,51,HEREFORD->snapped to Tierra Blanca Creek,3606,TTC002570
-102.195218,34.850248,Low,37,DAWN->snapped to Tierra Blanca Creek,3036,TTC002571
-100.280232,35.90362,High,87,Distance ENE of CANADIAN->snapped to Canadian River,Unavailable,TTC002574
-100.40295,34.54672,High,85,Distance East of ESTELLINE,4461,TTC002575
-102.919208,36.386969,High,83,Distance NorthWest of DALHART,22000,TTC002576
-101.855166,33.577863,High,83,LUBBOCK,16770,TTC002577
-97.814997,26.877471,High,82,Distance South of RIVIERA,Unavailable,TTC002579
-95.41716,30.07994,Low,37,SPRING,8991,TTC002581
-99.802913,16.911201,Low,38,LA VENTA,3036,TTC002584
-99.901496,16.856933,Low,38,ACAPULCO,3036,TTC002584
-94.250741,29.92605,Medium,52,Near FANNETT,3036,TTC002585
-97.32085,32.725409,Low,41,FORT WORTH,33465,TTC002586
-102.971838,31.754943,High,82,Distance SouthEast of KERMIT,Unavailable,TTC002587
-101.514289,33.304745,High,80,Distance NorthWest of POST,7848,TTC002588
-102.574399,34.814934,High,84,Distance West of HEREFORD,15100,TTC002589
-99.496096,30.354917,High,85,Distance NorthWest of KERRVILLE,24192,TTC002590
-95.848053,29.806315,High,80,Distance NorthWest of KATY,6849,TTC002591
-98.690026,18.641158,Low,37,TEPEXCO,3036,TTC002592
-103.301287,29.266034,High,91,CHISOS MOUNTAINS,301,TTC002593
-102.53943,35.03258,High,84,Distance NORTH of  then WEST of HEREFORD,16908,TTC002595
-100.513977,30.198311,Medium,44,Distance South of %WHEAT RANCH%,6954,TTC002596
-103.510178,31.647699,Medium,44,Distance South of %WHEAT RANCH%,6954,TTC002596
-100.292536,35.912787,High,84,Distance East of CANADIAN,8146,TTC002597
-101.829043,33.57786,High,83,Distance East of LUBBOCK,17720,TTC002598
-100.292536,35.912787,High,84,Distance East of CANADIAN,8146,TTC002599
-101.818053,33.752693,High,84,Distance NorthEast of NEW DEAL,3414,TTC002600
-102.875277,36.848356,High,91,LAKE CARL ETLING,873,TTC002601
-101.784216,33.737294,High,84,Distance East of NEW DEAL,6872,TTC002603
-97.064841,36.103636,High,89,Distance North of STILLWATER->snapped to Stillwater,10208,TTC002604
-97.101885,36.115901,Medium,47,Distance North of %BOOMER LAKE%->snapped to Stillwater,3248,TTC002604
-97.105639,36.118349,Medium,44,Distance North of %BOOMER LAKE%->snapped to Stillwater,3248,TTC002604
-102.971838,31.754943,High,82,Distance SouthEast of KERMIT,Unavailable,TTC002605
-99.830089,32.279297,Low,42,BUFFALO GAP,2769,TTC002607
-97.951956,30.380757,Low,41,BUFFALO GAP,3036,TTC002607
-99.8237,32.289852,Low,41,BUFFALO GAP,301,TTC002607
-96.05802,31.463787,Low,38,BUFFALO,3120,TTC002607
-98.897826,31.481552,Low,37,BUFFALO,3036,TTC002607
-99.207834,31.790704,Low,37,BUFFALO,3036,TTC002607
-96.279978,32.272369,Low,37,BUFFALO,3036,TTC002607
-95.401058,31.50129,Low,36,REFUGE,3036,TTC002607
-94.826602,31.71351,Low,33,NAT,3036,TTC002607
-102.723826,34.226468,Low,39,MULESHOE,3517,TTC002608
-101.514289,33.304745,High,80,Distance NorthWest of POST,7848,TTC002609
-102.737437,34.062158,High,83,Distance North of NEEDMORE,6033,TTC002610
-101.482411,33.278099,High,80,Distance NorthWest of POST,6318,TTC002611
-101.305855,33.251444,High,80,Distance NorthEast of POST,4855,TTC002612
-101.488541,33.283224,High,80,Distance NorthWest of POST,7496,TTC002613
-102.19992,34.93935,High,79,Distance North of DAWN,6033,TTC002614
-102.664096,34.032586,High,86,CIRCLE BACK,3036,TTC002615
-96.892993,37.090887,High,89,Distance EAST of  then NORTH of ARKANSAS CITY,10160,TTC002616
-101.855166,33.577863,High,83,LUBBOCK,16770,TTC002617
-102.163785,33.811201,High,81,ANTON,1442,TTC002618
-100.802651,36.001203,High,84,Distance South of PERRYTON,36351,TTC002619
-75.348527,38.391227,Low,39,WILLARDS,1778,TTC002620
-75.58909,38.220398,Low,34,WEST,3036,TTC002620
-82.4,42.966667,High,82,SARNIA,12842,TTC002621
-97.656929,30.070958,High,86,Distance NorthEast of NIEDERWALD,9467,TTC002622
-97.733278,27.29863,High,82,Distance East of RIVIERA,9021,TTC002624
-94.250741,29.92605,Medium,52,Near FANNETT,3036,TTC002626
-94.759622,36.874456,High,81,Distance East of MIAMI,12299,TTC002627
-97.123094,37.23968,High,84,Distance West of WINFIELD,12572,TTC002628
-96.358264,30.607446,High,91,Distance SouthWest of COLLEGE STATION,13413,TTC002629
-116.975699,32.544171,Low,37,TIJUANA,301,TTC002630
-117.003714,32.502698,Low,37,TIJUANA,3036,TTC002630
-97.074195,36.104276,High,95,Distance West of STILLWATER->snapped to Stillwater,10839,TTC002631
-97.404456,28.129059,High,82,Distance NorthEast of SINTON,7638,TTC002632
-103.301287,29.266034,High,91,CHISOS MOUNTAINS,301,TTC002633
-101.63655,36.653313,High,84,Distance North of GOODWELL,Unavailable,TTC002634
-112.418224,34.614746,High,88,GRANITE DELLS,1506,TTC002635
-112.41239,34.605857,High,88,GRANITE DELLS,3036,TTC002635
-112.418224,34.614746,High,88,GRANITE DELLS,1506,TTC002636
-112.41239,34.605857,High,88,GRANITE DELLS,3036,TTC002636
-97.743061,30.267153,High,82,AUSTIN,26832,TTC002637
-97.743061,30.267153,High,82,AUSTIN,26832,TTC002638
-102.750802,33.96378,High,100,MULESHOE NATIONAL WILDLIFE REFUGE,5671,TTC002639
-102.723826,34.226468,Low,39,MULESHOE,3517,TTC002639
-101.319342,33.240165,High,80,Distance NorthEast of POST,4273,TTC002640
-99.890778,32.227972,High,87,Distance SouthWest of BUFFALO GAP,Unavailable,TTC002641
-99.884396,32.238528,High,86,Distance SouthWest of BUFFALO GAP,Unavailable,TTC002641
-99.94075,32.184085,Medium,52,Distance SouthWest of %ABILENE STATE PARK%,Unavailable,TTC002641
-99.793945,32.397413,Medium,41,Distance SouthWest of %ABILENE%,Unavailable,TTC002641
-102.185669,34.814878,High,84,Distance East of HEREFORD,Unavailable,TTC002642
-98.497831,33.518162,Low,44,BRIDWELL RANCH,3036,TTC002643
-101.257097,33.774805,Low,44,BRIDWELL RANCH,3036,TTC002643
-102.835495,35.206724,Low,44,BRIDWELL RANCH,3036,TTC002643
-103.042168,35.135429,High,82,Distance South of GLENRIO,Unavailable,TTC002644
-101.581009,35.285884,High,100,TEXAS TECHNOLOGICAL COLLEGE RESEARCH FARM,84,TTC002645
-102.85101,32.06265,High,82,Distance NorthEast of KERMIT,Unavailable,TTC002646
-101.309603,34.239023,High,87,Distance North of SOUTH PLAINS,Unavailable,TTC002647
-101.378194,33.190928,High,80,POST,2337,TTC002648
-102.251307,35.511159,Low,37,TASCOSA,3036,TTC002649
-95.41716,30.07994,Low,37,SPRING,8991,TTC002650
-95.41716,30.07994,Low,37,SPRING,8991,TTC002651
-100.691805,36.310761,High,84,Distance SouthEast of PERRYTON,8510,TTC002652
-104.885536,31.926615,Medium,67,Distance North of %GUADALUPE MOUNTAINS NATIONAL PARK%,13437,TTC002653
-104.860504,31.894832,Medium,52,Distance North of %GUADALUPE MOUNTAINS%,590,TTC002653
-104.75467,31.979282,Low,47,MCKITTRICK CANYON,1506,TTC002653
-104.885536,31.92301,Low,64,GUADALUPE MOUNTAINS NATIONAL PARK,13217,TTC002654
-104.860504,31.891227,Low,49,GUADALUPE MOUNTAINS,301,TTC002654
-104.880226,31.92956,Low,43,BUSH MOUNTAIN,1807,TTC002654
-104.885536,31.92301,Low,64,GUADALUPE MOUNTAINS NATIONAL PARK,13217,TTC002655
-104.860504,31.891227,Low,49,GUADALUPE MOUNTAINS,301,TTC002655
-104.880226,31.92956,Low,43,BUSH MOUNTAIN,1807,TTC002655
-105.4339,37.428897,Low,43,FORT GARLAND,906,TTC002658
-107.377834,38.020274,Low,39,UTE CREEK,210,TTC002658
-107.3345,37.747777,Low,39,UTE CREEK,210,TTC002658
-108.910107,38.724428,Low,39,UTE CREEK,210,TTC002658
-106.008347,38.546108,Low,39,UTE CREEK,210,TTC002658
-107.614779,37.086948,Low,39,UTE CREEK,210,TTC002658
-105.498624,37.405286,Low,39,UTE CREEK,210,TTC002658
-106.106686,38.190278,Low,39,UTE CREEK,210,TTC002658
-106.538646,40.809696,Low,39,UTE CREEK,210,TTC002658
-106.090298,39.885542,Low,39,UTE CREEK,210,TTC002658
-106.665868,39.701375,Low,39,UTE CREEK,210,TTC002658
-107.512005,40.036923,Low,39,UTE CREEK,210,TTC002658
-107.490612,39.788036,Low,39,UTE CREEK,210,TTC002658
-105.544447,39.191379,Low,39,UTE CREEK,210,TTC002658
-105.5975,39.708321,Low,39,UTE CREEK,210,TTC002658
-108.758155,37.338604,Low,39,UTE CREEK,210,TTC002658
-108.271192,38.255545,Low,33,UTE,3036,TTC002658
-70.721702,41.762604,Low,37,WAREHAM,3036,TTC002659
-70.65781,41.741771,Low,36,ONSET,1716,TTC002659
-96.181663,38.403903,Low,38,EMPORIA,5190,TTC002660
-102.385209,34.804804,High,84,Distance SouthEast of HEREFORD,Unavailable,TTC002661
-102.195218,34.850248,Low,37,DAWN->snapped to Tierra Blanca Creek,3036,TTC002662
-101.748513,34.366455,Low,36,KRESS,1153,TTC002663
-101.748513,34.366455,Low,36,KRESS,1153,TTC002664
-112.000996,35.125292,Low,56,SYCAMORE CANYON WILDERNESS,301,TTC002665
-110.391191,31.376489,Low,45,SYCAMORE CANYON,1506,TTC002665
-109.342841,31.773706,Low,45,SYCAMORE CANYON,1506,TTC002665
-110.315083,32.453128,Low,45,SYCAMORE CANYON,1506,TTC002665
-109.178963,33.455613,Low,45,SYCAMORE CANYON,1506,TTC002665
-110.485634,32.205353,Low,45,SYCAMORE CANYON,1506,TTC002665
-110.452024,31.604537,Low,45,SYCAMORE CANYON,1506,TTC002665
-109.724515,32.47729,Low,45,SYCAMORE CANYON,1506,TTC002665
-109.5448,32.996172,Low,45,SYCAMORE CANYON,1506,TTC002665
-111.811813,33.918094,Low,45,SYCAMORE CANYON,1506,TTC002665
-110.49704,32.825622,Low,45,SYCAMORE CANYON,1506,TTC002665
-110.199809,32.930618,Low,45,SYCAMORE CANYON,1506,TTC002665
-111.636223,31.804805,Low,45,SYCAMORE CANYON,1506,TTC002665
-112.07155,34.863908,Low,45,SYCAMORE CANYON,1506,TTC002665
-111.790148,34.441694,Low,45,SYCAMORE CANYON,1506,TTC002665
-111.331799,33.881154,Low,45,SYCAMORE CANYON,1506,TTC002665
-110.793722,33.635051,Low,45,SYCAMORE CANYON,1506,TTC002665
-111.383987,31.266765,Low,45,SYCAMORE CANYON,1506,TTC002665
-112.051822,34.101422,Low,45,SYCAMORE CANYON,1506,TTC002665
-110.768695,31.801197,Low,45,SYCAMORE CANYON,1506,TTC002665
-109.495912,33.161728,Low,45,SYCAMORE CANYON,1506,TTC002665
-110.773973,31.365377,Low,45,SYCAMORE CANYON,1506,TTC002665
-111.049851,34.227817,Low,45,SYCAMORE CANYON,1506,TTC002665
-111.956819,34.011702,Low,45,SYCAMORE CANYON,1506,TTC002665
-110.746756,32.349243,Low,45,SYCAMORE CANYON,1506,TTC002665
-110.78564,31.907306,Low,45,SYCAMORE CANYON,1506,TTC002665
-112.099884,34.863908,Low,38,SYCAMORE,3036,TTC002665
-102.816161,31.96864,High,82,Distance NorthWest of NOTREES,Unavailable,TTC002666
